Date,Close,High,Low,Open,Volume
2015-05-25,157.25845336914062,161.0807059844328,157.05989774279232,159.56670229110077,23429841
2015-05-26,155.86854553222656,157.6059413952308,155.24805350207805,157.6059413952308,11023632
2015-05-27,157.7052459716797,158.22646027437725,155.86857198112114,156.3649725064434,9133684
2015-05-28,159.5666961669922,160.06308521381175,157.1095306195759,157.9037644561042,19995216
2015-05-29,162.371337890625,163.78606374997378,158.17678785681835,159.8397196070691,19800852
2015-06-01,164.82852172851562,165.6723945830449,161.5771219079584,161.5771219079584,10060566
2015-06-02,158.17678833007812,163.46341703178948,157.65557413621212,163.26485004615034,10848667
2015-06-03,154.1261749267578,158.91097470103662,152.20212398053255,158.88565290421386,20673919
2015-06-04,152.70843505859375,155.26539151408664,150.98692395193686,154.4299461652506,11005213
2015-06-05,154.0755615234375,155.8983370913567,149.36671498220923,152.63252024232074,16952341
2015-06-08,154.1008758544922,156.07555909663756,153.03759200959837,155.44265314981263,10292947
2015-06-09,152.20213317871094,153.41732454333655,151.74644510866912,152.86036086880617,9910851
2015-06-10,152.45529174804688,153.61983941621745,151.18946848406244,152.20212014189633,9495678
2015-06-11,150.4046630859375,152.91097616963873,149.46795366092132,152.91097616963873,11093535
2015-06-12,150.6578369140625,151.97429227115043,149.36670335488324,150.2780910678966,8332143
2015-06-15,151.1388397216797,153.29072888656847,148.8603647510011,150.37934806478685,8358516
2015-06-16,151.36669921875,151.97429490091395,149.4932801644882,150.88568935047297,7925889
2015-06-17,152.45529174804688,153.4679434058808,150.50593064308603,151.13883648061687,10478310
2015-06-18,152.86033630371094,154.12615947269757,151.9995807208119,152.50591230619094,10877230
2015-06-19,154.42996215820312,154.65781196683858,153.11351848738556,153.3160464999848,8432328
2015-06-22,157.1641387939453,158.05021624434667,154.27806821996973,155.03755986633578,6930591
2015-06-23,159.265380859375,159.4932306495158,155.74640477594826,157.16412392691132,7304830
2015-06-24,158.80972290039062,161.06287625606626,157.49326749855376,159.5945248283845,7095483
2015-06-25,158.1514892578125,159.72110464375464,156.8350339054341,157.2654117569542,10481764
2015-06-26,155.92364501953125,158.1514880648577,155.4679453736304,158.1514880648577,5303367
2015-06-29,156.93629455566406,157.44262620086417,153.79706385105453,154.5312337271176,9358834
2015-06-30,159.56918334960938,160.42993891631534,155.97425349778433,157.06285885307048,11208213
2015-07-01,158.78439331054688,160.20211266005043,158.2274296541869,159.61983879508682,8522590
2015-07-02,159.51858520507812,160.6578228008345,158.73377167539246,159.03756373202452,6318825
2015-07-03,159.7970733642578,160.45530114962455,158.15151548976624,159.1388571678164,4932244
2015-07-06,161.2147674560547,161.34135326826478,157.97427264600347,158.429972298821,4255447
2015-07-07,160.68312072753906,161.6704622195013,160.05021486347655,161.34134838884722,7314093
2015-07-08,158.4552764892578,159.99958161943846,156.6578113331964,159.56920378097956,11181192
2015-07-09,157.26539611816406,159.44260695707638,156.8856503111194,158.3793233329203,6463005
2015-07-10,156.91098022460938,157.82236789088503,155.21477910834005,156.45528059701007,7216086
2015-07-13,159.2907257080078,160.2021134115573,156.42996519805394,158.48060201719454,6378112
2015-07-14,158.1261749267578,160.25275407588134,157.29074098208633,158.96162046035334,5262649
2015-07-15,158.98692321777344,159.5945188874591,157.64515765603844,157.64515765603844,5476899
2015-07-16,160.98690795898438,161.97424942149593,158.12615916848824,159.39198244777916,5621997
2015-07-17,163.1894073486328,163.99953083693018,160.83497907984707,161.29067861216706,5906158
2015-07-20,162.27806091308594,163.77172248869024,161.61983323945574,162.9362885867161,4762983
2015-07-21,158.68310546875,163.26536507452724,158.22740589308393,162.27803530878674,6807573
2015-07-22,159.24009704589844,160.98691868566917,157.31604599673213,158.02490568969617,7761358
2015-07-23,159.5438690185547,160.73373842688403,157.97425380780274,159.5438690185547,5422179
2015-07-24,159.265380859375,159.79702264375572,158.22740749567274,159.4932306495158,4043730
2015-07-27,157.7970428466797,158.65779849094292,156.86034499199482,157.72110063625806,5118397
2015-07-28,157.56919860839844,158.93628592247072,156.73376473068762,157.9489444407006,6543582
2015-07-29,153.92361450195312,157.97423197158432,152.20209193705435,157.4679004420352,9357954
2015-07-30,159.97422790527344,160.9362474006071,151.89830300724438,153.92361757698126,19974736
2015-07-31,165.06285095214844,165.77171061045243,159.64514529941852,160.98691081413128,16320411
2015-08-03,167.8729705810547,168.8603004204193,164.60715428237697,165.0628423031016,14353090
2015-08-04,167.03753662109375,167.8729820997974,164.32868375079846,167.82233850509724,9935278
2015-08-05,167.99952697753906,168.6324443225919,165.36662837022408,167.03750744687792,5709988
2015-08-06,165.1894073486328,167.5944677170655,164.05017005657328,167.3666179408694,8460196
2015-08-07,164.2780303955078,164.86030418073162,163.0375290318041,164.05018060466142,4471840
2015-08-10,162.50588989257812,165.69576406602098,161.69576624554006,164.30335499382838,5584849
2015-08-11,162.0755157470703,162.98691501098835,160.17678659544617,162.0755157470703,5315647
2015-08-12,160.37930297851562,162.02486027901006,159.99955720318283,162.02486027901006,11926686
2015-08-13,160.17678833007812,161.87298948094417,153.4173171126637,160.70844176942887,6644727
2015-08-14,161.0881805419922,162.15146419623449,159.29071545926422,160.75906672731287,7597824
2015-08-17,160.45526123046875,161.92361248122847,159.746401606346,161.67045246865698,4328919
2015-08-18,159.41729736328125,161.31602654382974,158.27805985495215,160.25274283829188,9079849
2015-08-19,160.45526123046875,161.01222484704857,156.45527508722645,158.986909979709,7373896
2015-08-20,166.759033203125,167.26536478425808,160.17676900408196,161.06284637383442,18008401
2015-08-21,167.46791076660156,167.74639258668662,163.41729244928015,166.5565230938196,17768257
2015-08-24,162.12615966796875,166.83501758123165,159.79705251005083,162.5565491236316,16485139
2015-08-25,161.97425842285156,165.1388110024803,158.22743196973803,163.06286395397552,21275217
2015-08-26,160.83502197265625,162.45526938135188,158.78439670817968,160.80971176351105,16155688
2015-08-27,164.91094970703125,165.8476591523895,160.17678206581286,163.79703404440954,20038834
2015-08-28,165.56915283203125,166.75902211801534,164.4045937495144,166.75902211801534,9725322
2015-08-31,164.63247680664062,166.32867798299594,162.8350116181034,164.4299487822768,9634683
2015-09-01,159.72108459472656,163.99955236397716,159.1388107961583,163.290692770055,9470865
2015-09-02,162.0755157470703,163.56918886044028,159.56920253806484,161.467931689689,13014679
2015-09-03,162.02488708496094,164.40462612556897,161.56919903252384,161.69577325262807,10088448
2015-09-04,160.55650329589844,162.78434586886672,159.36663401602092,162.02485434601212,15716596
2015-09-07,158.7084503173828,161.7717390470965,157.54390250813196,160.1514915627067,7112326
2015-09-08,158.42996215820312,159.7970378513062,157.11350688003574,158.53122616592017,10240566
2015-09-09,159.18943786621094,160.20208943091288,158.4046245015987,159.61981565037837,6123207
2015-09-10,158.65777587890625,159.89828875416956,157.13879281988784,157.46790658860323,8968275
2015-09-11,158.8603515625,160.0755313325844,158.05022785280252,159.3413614286713,6712321
2015-09-14,158.80972290039062,159.5945248283845,157.77174934039803,158.8603549090056,7474416
2015-09-15,160.53123474121094,160.9616126098922,158.22743778268563,158.480609415268,5174854
2015-09-16,163.1134796142578,163.46791521576216,160.6071549640569,161.34133637350314,5589585
2015-09-18,161.01223754882812,166.0755193221431,159.36666836499296,164.55653594904095,12828255
2015-09-21,159.113525390625,160.65783072700435,158.6831474947012,160.20213103064987,6798498
2015-09-22,158.05023193359375,161.13883082948496,156.96162635981108,159.94896123799097,14938507
2015-09-23,160.0502166748047,161.54387823935178,155.44263458242563,155.44263458242563,11655003
2015-09-24,163.3160400390625,163.7210961051012,159.24009963546706,159.39199566023157,14121253
2015-09-28,161.64512634277344,164.55651855950637,161.21474853846962,163.6198091547007,6358347
2015-09-29,162.22740173339844,164.55650840977378,160.50587903344334,161.49322037850845,8298573
2015-09-30,166.48056030273438,167.01220211740593,162.0248745998179,163.03753781615865,13463322
2015-10-01,166.45529174804688,169.0375592591349,165.59453591101752,165.59453591101752,6206746
